List_price,Address,Beds,Baths,Living_sqft,Status,Time on Redfin,Property Type,HOA Dues,Year Built,Est. Mo. Payment,Price/Sq.Ft.,Drought_Score,Walk_score,Neighbourhood_Homes,Transit_score,Groceries_stores,Services,Emergency,Shopping,Food_and_Drink,Schools,Competitive_Score,page_view_count,page_fav_count_30,page_fav_all_time_count,has_supercenter,has_major_indian_grocery,has_major_entertainment,has_indian_restaurant,has_chinese_restaurant,has_mexican_restaurant,has_boba,has_starbucks,property_url,has_healthcare_support,has_mall
"4,25,000","24412 Karina St,Hayward, CA 94542",,,,,,Vacant,$187/month,,"$2,569",,66.0,8,,,11,84,2,19,43,"[{'Fairview Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",,45,49.0,10.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/24412-Karina-St-94542/home/22726923,0,1
"6,69,900","27950 Lancelot Ct,HAYWARD, CA 94544",3.0,2.0,1348.0,Active,91.0,Single,$360,1996.0,"$4,115",$497,66.0,79,4.0,66.0,21,47,5,18,38,"[{'Ruus Elementary School': '4', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,"16,714",190.0,66.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/27950-Lancelot-Ct-94544/home/1848843,0,0
"1,19,50,000","0 4TH & B St,Hayward, CA 94541",,,,Active,97.0,Vacant,,,"$66,986",,,86,,,6,87,1,9,70,[{}],,383,10.0,1.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/Unknown-94541/home/178306938,0,1
"30,00,000","24731 2nd,Hayward, CA 94541",,,,,,Vacant,,,"$16,817",,66.0,14,,,8,64,1,10,51,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",,"1,709",17.0,3.0,0,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/24731-2nd-St-94541/home/177844913,0,0
"13,50,000","21628 Vallejo St,HAYWARD, CA 94541",5.0,2.5,2618.0,,,Single,,1992.0,"$7,567",$516,66.0,45,1.0,50.0,4,67,1,13,50,"[{'Strobridge Elementary School': '2', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,38,8.0,31.0,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/Hayward/21628-Vallejo-St-94541/home/974034,0,1
"45,00,000","26736 Hayward Blvd,Hayward, CA 94542",,,,,,Vacant,,,"$25,225",,66.0,61,,61.0,14,51,2,22,39,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",,"1,888",8.0,20.0,0,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/26736-Hayward-Blvd-94542/home/22691436,0,0
"8,99,000","24072 Myrtle St,Hayward, CA 94541",4.0,1.5,3100.0,Active,146.0,Single,,1880.0,"$5,039",$290,66.0,80,1.0,59.0,9,78,4,17,61,"[{'Burbank Elementary School': '5', 'Winton Middle School': '3', 'Hayward High School': '5'}]",93.0,"11,443",230.0,56.0,1,0,1,1,1,1,0,1,https://www.redfin.com//CA/Hayward/24072-Myrtle-St-94541/home/177621464,0,0
"8,75,000","27828 Mandarin Ave,Hayward, CA 94544",3.0,2.0,1264.0,,,Single,,1954.0,"$4,905",$692,66.0,62,4.0,62.0,17,47,7,20,50,"[{'Ruus Elementary School': '4', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/27828-Mandarin-Ave-94544/home/1664853,0,0
"7,25,000","23965 2ND St,Hayward, CA 94541",2.0,1.0,1514.0,Active,213.0,Single,,1947.0,"$4,064",$479,66.0,77,7.0,58.0,9,75,1,9,70,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/23965-2nd-St-94541/home/995216,0,1
"6,50,000","Overhill Dr,Hayward, CA 94544",,,,,,Vacant,,,"$3,644",,66.0,50,,50.0,18,49,2,22,44,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",,,,,0,1,0,1,1,1,0,0,https://www.redfin.com//CA/HAYWARD/OVERHILL-DR-94544/home/22677230,0,0
"19,95,000","26520 Fairview Ave,Hayward, CA 94542",,,,Active,600.0,Vacant,,,"$11,183",,66.0,1,,,12,54,1,28,41,"[{'Palomares Elementary School': '9', 'Creekside Middle School': '7', 'Canyon Middle School': '7', 'Castro Valley High School': '8', 'Redwood Continuation High School': '2'}]",,"3,164",58.0,105.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/26520-Fairview-Ave-94542/home/1989755,0,1
"966,450+","Residence 4,Hayward, CA 94544",4.0,3.5,2184.0,,,Multi-Family,,,"$5,417",$443,66.0,68,1.0,68.0,14,58,2,16,42,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,"2,553",14.0,103.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/Mission-Crossing/Residence-4/home/171424242,0,0
"936,450+","Residence 3,Hayward, CA 94544",4.0,3.5,2041.0,,,Multi-Family,,,"$5,249",$459,66.0,68,1.0,68.0,14,58,2,16,42,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,,,,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/Mission-Crossing/Residence-3/home/171424243,0,0
"904,450+","Residence 2,Hayward, CA 94544",4.0,3.5,1909.0,Active,,Multi-Family,,,"$5,070",$474,66.0,68,1.0,68.0,14,58,2,16,42,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,"3,328",36.0,142.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/Mission-Crossing/Residence-2/home/171424244,0,0
"825,450+","Residence 1,Hayward, CA 94544",2.0,2.5,1445.0,Active,,Multi-Family,,,"$4,627",$571,66.0,68,1.0,68.0,14,58,2,16,42,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,"2,144",15.0,74.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/Mission-Crossing/Residence-1/home/171424245,0,0
"935,630+","Plan 3 WLH,Hayward, CA 94544",2.0,2.0,1501.0,Active,,Multi-Family,,,"$5,245",$623,66.0,47,1.0,53.0,18,46,3,21,39,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,"5,864",0.0,83.0,0,1,0,1,0,1,0,0,https://www.redfin.com//CA/Hayward/SoHay-Line/Plan-3-WLH/home/173591316,0,0
"899,345+","Plan 2 WLH,Hayward, CA 94544",2.0,2.0,1286.0,Active,,Multi-Family,,,"$5,041",$699,66.0,47,1.0,53.0,18,46,3,21,39,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,,,,0,1,0,1,0,1,0,0,https://www.redfin.com//CA/Hayward/SoHay-Line/Plan-2-WLH/home/173591317,0,0
"961,450+","Residence 3B,Hayward, CA 94544",4.0,3.0,2119.0,,,Multi-Family,,,"$5,389",$454,66.0,68,1.0,68.0,14,58,2,16,40,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,"1,617",14.0,36.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/Mission-Crossing/Residence-3B/home/176687936,0,0
"961,450+","Residence 3M,Hayward, CA 94544",4.0,3.0,2119.0,Active,,Multi-Family,,,"$5,389",$454,66.0,68,1.0,68.0,14,58,2,16,40,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",90.0,,,,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/Mission-Crossing/Residence-3M/home/176687937,0,0
"8,99,000","140 Teddy Dr,Union City, CA 94587",3.0,1.5,1025.0,Pending,9.0,Single,,1958.0,"$5,039",$877,66.0,58,24.0,58.0,12,47,5,23,56,"[{'Hillview Crest Elementary School': '4', 'Cesar Chavez Middle School': '4', 'James Logan High School': '8'}]",93.0,,,,0,0,1,1,1,1,0,1,https://www.redfin.com//CA/Union-City/140-Teddy-Dr-94587/home/987112,0,0
"14,00,000","24401 Chandler Rd,Hayward, CA 94545",4.0,3.0,2389.0,Pending,9.0,Single,,1979.0,"$7,848",$586,66.0,73,4.0,54.0,6,34,5,15,56,"[{'Eden Gardens Elementary School': '3', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",93.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/24401-Chandler-Rd-94545/home/1429591,0,0
"10,49,000","1711 D St,Hayward, CA 94541",4.0,2.0,2368.0,Pending,9.0,Single,,1930.0,"$5,880",$443,66.0,64,3.0,64.0,10,90,1,13,57,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,141,189.0,220.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/1711-D-St-94541/home/1707687,0,1
"14,99,000","31911 Chicoine Ave,Hayward, CA 94544",4.0,2.5,2048.0,Pending,9.0,Single,,1986.0,"$8,403",$732,66.0,40,5.0,,12,40,3,23,50,"[{'Hillview Crest Elementary School': '4', 'Cesar Chavez Middle School': '4', 'James Logan High School': '8'}]",93.0,104,31.0,50.0,0,0,1,1,1,1,0,1,https://www.redfin.com//CA/Hayward/31911-Chicoine-Ave-94544/home/1955491,0,0
"7,29,000","740 City Walk Pl #1,Hayward, CA 94541",3.0,2.5,1418.0,Pending,9.0,Townhouse,$300/month,2001.0,"$4,386",$514,66.0,93,2.0,65.0,8,79,1,13,77,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,"3,319",132.0,136.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/740-City-Walk-Pl-94541/unit-1/home/1974550,0,1
"2,78,000","27913 Pueblo Serena,Hayward, CA 94545-4515",2.0,2.0,1512.0,,,Mobile/Manufactured,,,"$1,558",$184,66.0,42,,,11,39,4,19,41,"[{'Lorin A. Eden Elementary School': '4', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",,50,23.0,1.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/27913-Pueblo-Serena-94545/home/178967225,0,0
"6,59,000","29260 Hub Ln,Hayward, CA 94544",1.0,1.5,1042.0,Pending,9.0,Condo,$302/month,2020.0,"$3,996",$632,66.0,53,8.0,53.0,18,47,3,21,42,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,,,,0,1,0,1,1,1,0,0,https://www.redfin.com//CA/Hayward/29260-Hub-Ln-94544/home/179107704,0,0
"7,99,000","26861 Lakewood Way,Hayward, CA 94544",3.0,1.0,1053.0,Pending,10.0,Single,,1953.0,"$4,479",$759,66.0,55,3.0,55.0,17,69,4,24,50,"[{'Eldridge Elementary School': '5', 'Martin Luther King, Jr. Middle School': '6', 'Tennyson High School': '3'}]",93.0,122,83.0,4.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/26861-Lakewood-Way-94544/home/991105,0,0
"9,20,000","24927 Muir St,Hayward, CA 94544",4.0,2.0,1556.0,,,Multi-Family,,1952.0,"$4,349",$591,66.0,59,1.0,59.0,11,64,1,17,45,"[{'Harder Elementary School': '2', 'Winton Middle School': '3', 'Hayward High School': '5'}]",93.0,"1,319",39.0,7.0,1,0,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/24927-Muir-St-94544/home/1212706,0,0
"8,98,888","29552 Chance St,Hayward, CA 94544",3.0,2.0,1154.0,,,Single,,1988.0,"$5,039",$779,66.0,33,4.0,50.0,19,40,3,22,41,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,"1,524",47.0,85.0,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/29552-Chance-St-94544/home/1278724,0,0
"5,99,000","22174 Western Blvd,HAYWARD, CA 94541",3.0,1.0,1128.0,Pending,10.0,Single,,1925.0,"$3,358",$531,66.0,67,1.0,67.0,6,71,1,11,61,"[{'Strobridge Elementary School': '2', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,"2,308",54.0,10.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Hayward/22174-Western-Blvd-94541/home/1373936,0,1
"8,49,000","27603 Barcelona,Hayward, CA 94545",3.0,2.0,1119.0,Pending,10.0,Single,,1955.0,"$4,759",$759,66.0,61,3.0,61.0,9,50,3,21,47,"[{'Southgate Elementary School': '8', 'Martin Luther King, Jr. Middle School': '6', 'Mount Eden High School': '5'}]",91.0,178,91.0,242.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/27603-Barcelona-Ave-94545/home/1600830,0,0
"12,95,000","3748 Oakes Dr,HAYWARD, CA 94542",3.0,2.0,1745.0,,,Single,$34,1969.0,"$7,293",$742,66.0,8,15.0,,15,53,1,21,41,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,"2,472",118.0,120.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/3748-Oakes-Dr-94542/home/1856766,0,0
"7,75,000","674 Kingsford Way,Hayward, CA 94541",3.0,3.0,1381.0,Pending,10.0,Townhouse,$330/month,2003.0,"$4,674",$561,66.0,89,2.0,65.0,9,82,1,13,79,"[{'Burbank Elementary School': '5', 'Winton Middle School': '3', 'Hayward High School': '5'}]",93.0,"2,177",80.0,96.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/674-Kingsford-Way-94541/home/1980565,0,0
"7,99,000","27697 Havana Ave,Hayward, CA 94544",3.0,2.0,1000.0,Pending,10.0,Single,,1954.0,"$4,479",$799,66.0,71,4.0,66.0,20,54,5,22,55,"[{'Ruus Elementary School': '4', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,"1,522",52.0,10.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/27697-Havana-Ave-94544/home/1996446,0,0
"4,79,000","22511 Colton Ct,Hayward, CA 94541",2.0,1.5,1080.0,,,Condo,$250/month,1987.0,"$2,935",$444,66.0,66,1.0,66.0,7,45,2,22,65,"[{'Longwood Elementary School': '2', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",92.0,"1,914",66.0,2.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/22511-Colton-Pl-94541/home/983278,0,1
"10,28,000","27411 Palmwood Ave,Hayward, CA 94545",5.0,4.0,1991.0,,,Single,,1956.0,"$5,762",$516,66.0,75,3.0,,8,54,2,24,45,"[{'Southgate Elementary School': '8', 'Martin Luther King, Jr. Middle School': '6', 'Mount Eden High School': '5'}]",91.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/27411-Palmwood-Ave-94545/home/1009387,0,0
"7,99,000","2800 Pickford Pl,Hayward, CA 94541",2.0,2.0,982.0,,,Single,,1987.0,"$4,479",$814,66.0,35,20.0,,11,94,2,18,48,"[{'Fairview Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",92.0,"2,559",127.0,6.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/2800-Pickford-Pl-94541/home/1886711,0,1
"4,49,000","675 Newbury Ln #344,Hayward, CA 94544-8714",1.0,1.0,643.0,,,Condo,$398/month,1988.0,"$2,915",$698,66.0,50,8.0,50.0,18,49,2,22,45,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,,,,0,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/675-Newbury-Ln-94544/unit-344/home/2114944,0,0
"8,49,950","332 Toscana Way,Hayward, CA 94545",3.0,2.5,1349.0,Pending,11.0,Single,$142/month,2009.0,"$4,906",$630,66.0,49,4.0,,5,26,4,12,49,"[{'Eden Gardens Elementary School': '3', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",93.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/332-Toscana-Way-94545/home/22657277,0,0
"11,49,000","3684 Roxbury Ln,Hayward, CA 94542",3.0,2.5,2288.0,Pending,12.0,Single,$30/month,1972.0,"$6,471",$502,66.0,7,15.0,,15,51,1,20,39,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,"2,614",100.0,101.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/3684-Roxbury-Ln-94542/home/651058,0,0
"6,50,000","1054 Firestone Ct,Hayward, CA 94541",2.0,2.5,1270.0,Pending,12.0,Townhouse,$430/month,1973.0,"$4,074",$512,66.0,56,11.0,56.0,10,54,1,22,63,"[{'Del Rey Elementary School': '3', 'Bohannon Middle School': '2', 'Arroyo High School': '7'}]",92.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/1054-Firestone-Ct-94541/home/987347,0,1
"6,49,950","2199 Oak Creek Pl,Hayward, CA 94541",2.0,2.5,1806.0,Pending,12.0,Townhouse,$495/month,1978.0,"$4,138",$360,66.0,28,11.0,,10,81,1,16,40,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",92.0,"2,788",110.0,6.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/2199-Oak-Creek-Pl-94541/home/1010666,0,1
"9,90,000","97 Gresel St,Hayward, CA 94544",3.0,2.0,1900.0,Pending,12.0,Single,,1955.0,"$5,549",$521,66.0,55,5.0,55.0,12,31,1,24,41,"[{'Hillview Crest Elementary School': '4', 'Cesar Chavez Middle School': '4', 'James Logan High School': '8'}]",93.0,"1,518",44.0,45.0,0,0,0,1,0,1,0,1,https://www.redfin.com//CA/Hayward/97-Gresel-St-94544/home/1173837,0,0
"9,28,888","358 Dutchess Ln,Hayward, CA 94544",3.0,2.0,1244.0,Pending,12.0,Single,,1955.0,"$5,207",$747,66.0,59,5.0,59.0,14,33,3,23,38,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,47,67.0,69.0,0,1,0,1,0,1,0,1,https://www.redfin.com//CA/Hayward/358-Dutchess-Ln-94544/home/1409045,0,0
"10,99,000","32269 Crest Ln,UNION CITY, CA 94587",3.0,2.0,1320.0,Pending,12.0,Single,,1971.0,"$6,160",$833,66.0,60,1.0,60.0,13,31,1,29,62,"[{'Tom Kitayama Elementary School': '7', 'Cesar Chavez Middle School': '4', 'Itliong-Vera Cruz Middle School': '5', 'James Logan High School': '8'}]",90.0,"2,757",108.0,6.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Union-City/32269-Crest-Ln-94587/home/1430258,0,0
"7,99,000","24542 Eden Ave,Hayward, CA 94545",3.0,2.5,1447.0,,,Townhouse,$436/month,1999.0,"$4,915",$552,66.0,52,3.0,52.0,5,29,4,12,50,"[{'Eden Gardens Elementary School': '3', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",93.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/24542-Eden-Ave-94545/home/1447044,0,0
"3,94,950","1234 Stanhope Ln #161,Hayward, CA 94545",1.0,1.0,748.0,,,Condo,$515/month,1989.0,"$2,729",$528,66.0,46,1.0,63.0,7,64,5,20,64,"[{'Eden Gardens Elementary School': '3', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",93.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/1234-Stanhope-Ln-94545/unit-161/home/2042641,0,0
"7,99,000","3207 Madsen St,Hayward, CA 94541",3.0,3.0,1343.0,,,Townhouse,$247/month,2010.0,"$4,726",$595,66.0,72,2.0,59.0,8,77,4,17,58,"[{'Burbank Elementary School': '5', 'Winton Middle School': '3', 'Hayward High School': '5'}]",93.0,,,,1,0,1,1,1,1,0,1,https://www.redfin.com//CA/Hayward/3207-Madsen-St-94541/home/40087209,0,0
"8,89,000","31327 Chicoine Ave,Hayward, CA 94544",3.0,2.0,1431.0,Pending,13.0,Single,,1955.0,"$4,983",$621,66.0,58,5.0,58.0,13,34,3,23,36,"[{'Hillview Crest Elementary School': '4', 'Cesar Chavez Middle School': '4', 'James Logan High School': '8'}]",93.0,,,,0,1,0,1,0,1,0,1,https://www.redfin.com//CA/Hayward/31327-Chicoine-Ave-94544/home/789563,0,0
"15,98,888","345 BRIDGECREEK Way,Hayward, CA 94544",5.0,3.0,2677.0,Pending,13.0,Single,$10/month,1999.0,"$8,973",$597,66.0,53,5.0,53.0,15,42,3,25,39,"[{'Treeview Elementary': '3', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,,,,0,1,0,1,0,1,0,0,https://www.redfin.com//CA/Hayward/345-Bridgecreek-Way-94544/home/1391188,0,0
"12,75,000","25129 2nd St,HAYWARD, CA 94541",4.0,3.0,2252.0,,,Single,,1960.0,"$7,147",$566,66.0,20,20.0,,12,62,1,15,36,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",92.0,,,,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/25129-2nd-St-94541/home/1662434,0,0
"21,99,999","53 Dunfirth Dr,HAYWARD, CA 94542",4.0,4.5,3965.0,,,Single,$190,2017.0,"$12,522",$555,66.0,0,3.0,,12,43,2,22,44,"[{'Stonebrae Elementary School': '5', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,,,,0,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/53-Dunfirth-Dr-94542/home/109251063,0,0
"3,99,000","725 Auburn Pl #209,Hayward, CA 94544",2.0,1.5,1000.0,,,Condo,$486/month,1980.0,"$2,723",$399,66.0,75,2.0,67.0,16,50,5,19,35,"[{'Eldridge Elementary School': '5', 'Martin Luther King, Jr. Middle School': '6', 'Tennyson High School': '3'}]",93.0,,,,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/725-Auburn-Pl-94544/unit-209/home/758556,0,0
"8,39,000","23321 Lynn St,Hayward, CA 94541",3.0,1.0,1006.0,Pending,14.0,Single,,1950.0,"$4,703",$834,66.0,62,3.0,62.0,6,51,3,21,57,"[{'Burbank Elementary School': '5', 'Winton Middle School': '3', 'Hayward High School': '5'}]",93.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/23321-Lynn-St-94541/home/981450,0,0
"18,80,000","2679 Beachwood St,Hayward, CA 94545",4.0,4.5,3200.0,Pending,14.0,Single,$45/month,2004.0,"$10,583",$588,66.0,5,15.0,,15,45,6,20,56,"[{'Lorin A. Eden Elementary School': '4', 'Anthony W. Ochoa Middle School': '4', 'Mount Eden High School': '5'}]",97.0,"2,618",66.0,2.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Hayward/2679-Beachwood-St-94545/home/1234228,0,0
"5,50,000","289 Lansing Way #9,HAYWARD, CA 94541",2.0,2.0,1019.0,Pending,14.0,Townhouse,$415,1991.0,"$3,498",$540,66.0,56,11.0,56.0,7,62,2,26,63,"[{'Del Rey Elementary School': '3', 'Bohannon Middle School': '2', 'San Lorenzo High School': '4'}]",92.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Hayward/289-Lansing-Way-94541/unit-9/home/1451186,0,1
"6,99,000","22154 Montgomery,Hayward, CA 94541-3940",2.0,1.0,1077.0,,,Single,,1929.0,"$3,918",$649,66.0,80,1.0,59.0,5,73,1,11,69,"[{'Strobridge Elementary School': '2', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/22154-Montgomery-St-94541/home/2011178,0,1
"7,99,000","28987 Ruus Rd,HAYWARD, CA 94544",3.0,2.0,1519.0,Pending,15.0,Single,,1951.0,"$4,479",$526,66.0,49,4.0,50.0,17,35,3,22,48,"[{'Ruus Elementary School': '4', 'Cesar Chavez Middle School': '1', 'Tennyson High School': '3'}]",93.0,,,,1,1,0,1,1,1,0,1,https://www.redfin.com//CA/Hayward/28987-Ruus-Rd-94544/home/1025088,0,0
"5,84,000","1315 A St #309,Hayward, CA 94541",2.0,2.0,1080.0,,,Condo,$475/month,1984.0,"$3,749",$541,66.0,91,1.0,56.0,8,87,1,9,74,"[{'East Avenue Elementary School': '4', 'Bret Harte Middle School': '3', 'Hayward High School': '5'}]",93.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Hayward/1315-A-St-94541/unit-309/home/1663974,0,1
"14,99,000","2262 Mount Davidson Dr,SAN JOSE, CA 95124",3.0,2.5,1551.0,Active,10.0,Single,,1979.0,"$8,403",$966,,70,1.0,,7,81,6,17,48,"[{'Farnham Charter School': '5', 'St. Frances Cabrini Elementary School': '-', 'Skylar Hadden School': '-', 'Carlton Elementary School': '9', 'Price Charter Middle School': '7', 'Veritas Christian Academy': '-', 'Steindorf Steam School': '8', 'Leigh High School': '8', 'Branham High School': '8'}]",91.0,,,,1,0,0,1,1,1,0,1,https://www.redfin.com//CA/San-Jose/2262-Mt-Davidson-Dr-95124/home/1582493,0,0
"22,50,000","3294 Mirage Way,San Jose, CA 95135",4.0,2.5,2011.0,New,23.0,Single,,1997.0,"$12,612","$1,119",,19,49.0,,9,62,1,25,60,"[{'Tom Matsumoto Elementary School': '8', 'Chaboya Middle School': '8', 'Evergreen Valley High School': '9'}]",91.0,"2,383",109.0,6.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/3294-Mirage-Way-95135/home/962164,0,1
"18,88,888","15148 Bel Escou Dr,San Jose, CA 95124",3.0,2.0,1676.0,Coming,6.0,Single,,1963.0,"$10,588","$1,127",,53,58.0,53.0,7,89,5,15,27,"[{'Carlton Elementary School': '9', 'Union Middle School': '9', 'Leigh High School': '8'}]",91.0,,,,1,0,0,0,0,1,0,1,https://www.redfin.com//CA/San-Jose/15148-Bel-Escou-Dr-95124/home/833562,0,0
"39,50,000","3826 Carrera Ct,SAN JOSE, CA 95148",6.0,4.5,4856.0,,,Single,,2005.0,"$22,142",$813,,14,2.0,,8,60,2,25,55,"[{'Carolyn A. Clark Elementary School': '8', 'Quimby Oak Middle School': '7', 'Evergreen Valley High School': '9'}]",93.0,"2,202",37.0,38.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/3826-Carrera-Ct-95148/home/1800001,0,1
"11,74,000","2323 Marshglen Ct,San Jose, CA 95133",3.0,2.0,1041.0,Active,11.0,Single,,1977.0,"$6,581","$1,128",,46,1.0,67.0,14,74,2,19,60,"[{'Ben Painter Elementary School': '5', 'William Sheppard Middle School': '4', 'Independence High School': '6'}]",92.0,"1,580",74.0,75.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/2323-Marshglen-Ct-95133/home/1527253,0,1
"15,49,000","3167 Whiteleaf Ct,SAN JOSE, CA 95148",4.0,3.0,1322.0,,,Single,,1985.0,"$8,683","$1,172",,23,2.0,,12,64,1,24,65,"[{'Millbrook Elementary School': '7', 'Quimby Oak Middle School': '7', 'Evergreen Valley High School': '9'}]",91.0,"1,818",138.0,234.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/3167-Whiteleaf-Ct-95148/home/1263116,0,0
